,max,mean,median,min,rmse,sse,std
2018-11-20_23:17:44/rpe_eval/rpe_results.zip,4.538346385478324,0.12114692778829114,0.09375411178753694,0.003442124269678352,0.21482866534508877,78.59575833808049,0.17741132247241354
2018-11-20_23:19:51/rpe_eval/rpe_results.zip,40.23825060679,9.19778617965585,8.017000434911896,1.4154201778336328,10.829154436511805,42921.03440639534,5.7158827142581545
2018-11-20_23:28:22/rpe_eval/rpe_results.zip,1.1439348966755865,0.1662161601859193,0.10646272858215117,0.0030233461356052754,0.2382746879392449,128.53820813000084,0.17072496889908442
2018-11-20_23:29:58/rpe_eval/rpe_results.zip,0.2026420840003579,0.04797483695587399,0.0329087185425188,0.0019751723427934046,0.06306941023847631,1.2291249069192294,0.04094100056039823
2018-11-20_23:30:36/rpe_eval/rpe_results.zip,0.10809636931415845,0.039756887120388995,0.03345934431537054,0.005681645218351597,0.04603579549170399,0.2691503972523571,0.023209575460370693
2018-11-20_23:35:43/rpe_eval/rpe_results.zip,7.335298972779192,0.09326984276881589,0.07147035833650843,0.0015198478760838122,0.254144036672736,67.17275903136549,0.23641050697080557
2018-11-20_23:37:51/rpe_eval/rpe_results.zip,7.414083758168163,0.3123041122158072,0.19554383418759622,0.005377731948126762,0.6882961326070842,207.02943441273672,0.6133658839998891
2018-11-20_23:39:58/rpe_eval/rpe_results.zip,0.402264799708999,0.09676524651734539,0.08870107183317845,0.010509820627307539,0.11216401959819117,5.397149168449643,0.056720845893382
2018-11-20_23:47:24/rpe_eval/rpe_results.zip,2.441992427151007,0.5436357832233689,0.42620546425817296,0.005396248881385998,0.6815844950929538,888.6983520184865,0.41111745177045333
2018-11-20_23:50:24/rpe_eval/rpe_results.zip,115.84628514387028,0.46566524372445517,0.1315402210750504,0.003577428115632154,4.7139133769498045,13532.57640916026,4.69085655357029
2018-11-20_23:52:42/rpe_eval/rpe_results.zip,0.8081815187745682,0.10739142863895311,0.05977005699275098,0.004765872513423844,0.16150972878780973,13.877428806335505,0.12063363356873776
2018-11-21_00:50:12/rpe_eval/rpe_results.zip,0.3020967991785405,0.019157356349249824,0.014772988388523863,0.0009678762762405076,0.027856021840250673,3.522849105550932,0.02022260246536978
2018-11-21_00:52:28/rpe_eval/rpe_results.zip,0.525428791221185,0.045159469080722325,0.041254686063197384,0.008657491406080346,0.05149707903696083,2.9171440642728896,0.024750181851579893
2018-11-21_01:01:16/rpe_eval/rpe_results.zip,0.15250850281287862,0.02318259775952292,0.019289639677768394,0.00041206040529366425,0.02816772009413838,3.697339321706048,0.01599961300850399
2018-11-21_01:02:56/rpe_eval/rpe_results.zip,0.05063653350798119,0.015071414774039558,0.013165107034843346,0.0008456024054866444,0.01741843200694452,0.2427214188644394,0.008732366820594027
2018-11-21_01:03:35/rpe_eval/rpe_results.zip,0.06580747313687565,0.018563837102771166,0.016581675850184358,0.004263335959717816,0.020789438694848554,0.11669420553665392,0.009358670486166452
2018-11-21_01:08:52/rpe_eval/rpe_results.zip,0.11115305679118612,0.012660728344006368,0.010453011397503343,0.0007379317878130092,0.015826790628998593,0.6913449524550752,0.009497013183808448
2018-11-21_01:11:04/rpe_eval/rpe_results.zip,0.12681796460888353,0.013901879031237333,0.011262400201112948,0.0007049088507015363,0.017522629572793425,0.3377468018598682,0.010666785202026826
2018-11-21_01:13:16/rpe_eval/rpe_results.zip,0.12701502488203975,0.013528313881302944,0.011212810061680796,0.0010415265380119894,0.01665230282398851,0.3050291082759973,0.00970999036409212
2018-11-21_01:20:58/rpe_eval/rpe_results.zip,0.24224981720976407,0.025494125228296517,0.018124434743478395,0.001039183830812774,0.039094906672208225,6.220635731774291,0.029638847928902468
2018-11-21_01:24:05/rpe_eval/rpe_results.zip,0.10462573360159941,0.01872577591332746,0.015885444965862444,0.001821930956324217,0.02203475414111112,0.7719933201941496,0.011613600066433265
2018-11-21_01:26:28/rpe_eval/rpe_results.zip,0.14455283717702908,0.015063857427245014,0.01151563144811844,0.0009207452558991884,0.02103359539321392,0.5308945621985158,0.01467965716824017
